Gene,Signature,Type
MAP2K2,Myeloid Inflammation,Immune Cell Function
MAPK3,Myeloid Inflammation,Immune Cell Function
HRAS,Myeloid Inflammation,Immune Cell Function
SKP1,Myeloid Inflammation,Immune Cell Function
FYN,Myeloid Inflammation,Immune Cell Function
PSMB2,Myeloid Inflammation,Immune Cell Function
MAPK10,Myeloid Inflammation,Immune Cell Function
SBNO2,Myeloid Inflammation,Immune Cell Function
MAPK12,Myeloid Inflammation,Immune Cell Function
IL4,Myeloid Inflammation,Immune Cell Function
PSMB8,Myeloid Inflammation,Immune Cell Function
PLA2G4E,Myeloid Inflammation,Immune Cell Function
BCL10,Myeloid Inflammation,Immune Cell Function
MAPK14,Myeloid Inflammation,Immune Cell Function
UBC,Myeloid Inflammation,Immune Cell Function
PIK3CA,Myeloid Inflammation,Immune Cell Function
TXK,Myeloid Inflammation,Immune Cell Function
PSMB5,Myeloid Inflammation,Immune Cell Function
IL5,Myeloid Inflammation,Immune Cell Function
PIK3R3,Myeloid Inflammation,Immune Cell Function
RASGRP1,Myeloid Inflammation,Immune Cell Function
CSF2,Myeloid Inflammation,Immune Cell Function
RAC2,Myeloid Inflammation,Immune Cell Function
PSMC4,Myeloid Inflammation,Immune Cell Function
BTK,Myeloid Inflammation,Immune Cell Function
NFATC2,Myeloid Inflammation,Immune Cell Function
RASGRP2,Myeloid Inflammation,Immune Cell Function
PIK3R2,Myeloid Inflammation,Immune Cell Function
PIK3CD,Myeloid Inflammation,Immune Cell Function
RAC3,Myeloid Inflammation,Immune Cell Function
NFKB1,Myeloid Inflammation,Immune Cell Function
MAP2K1,Myeloid Inflammation,Immune Cell Function
IL3,Myeloid Inflammation,Immune Cell Function
PRKCA,Myeloid Inflammation,Immune Cell Function
PSMB7,Myeloid Inflammation,Immune Cell Function
CUL1,Myeloid Inflammation,Immune Cell Function
AKT3,Myeloid Inflammation,Immune Cell Function
KRAS,Myeloid Inflammation,Immune Cell Function
GRB2,Myeloid Inflammation,Immune Cell Function
MAP2K6,Myeloid Inflammation,Immune Cell Function
MAP3K1,Myeloid Inflammation,Immune Cell Function
SAMD9,Myeloid Inflammation,Immune Cell Function
NRAS,Myeloid Inflammation,Immune Cell Function
PPP3R1,Myeloid Inflammation,Immune Cell Function
FCER1G,Myeloid Inflammation,Immune Cell Function
RAC1,Myeloid Inflammation,Immune Cell Function
PLA2G4A,Myeloid Inflammation,Immune Cell Function
TAB1,Myeloid Inflammation,Immune Cell Function
CD163,Myeloid Inflammation,Immune Cell Function
JUN,Myeloid Inflammation,Immune Cell Function
TNF,Myeloid Inflammation,Immune Cell Function
MS4A4A,Myeloid Inflammation,Immune Cell Function
PPP3CB,Myeloid Inflammation,Immune Cell Function
RAF1,Myeloid Inflammation,Immune Cell Function
NFATC1,Myeloid Inflammation,Immune Cell Function
FOS,Myeloid Inflammation,Immune Cell Function
MAPK11,Myeloid Inflammation,Immune Cell Function
PSMB9,Myeloid Inflammation,Immune Cell Function
GMIP,Myeloid Inflammation,Immune Cell Function
CIC,Myeloid Inflammation,Immune Cell Function
RELA,Myeloid Inflammation,Immune Cell Function
CHUK,Myeloid Inflammation,Immune Cell Function
IKBKB,Myeloid Inflammation,Immune Cell Function
IL13,Myeloid Inflammation,Immune Cell Function
LAT,Myeloid Inflammation,Immune Cell Function
MAPK8,Myeloid Inflammation,Immune Cell Function
NFATC3,Myeloid Inflammation,Immune Cell Function
CARD11,Myeloid Inflammation,Immune Cell Function
ITK,Myeloid Inflammation,Immune Cell Function
MAPK1,Myeloid Inflammation,Immune Cell Function
SOS2,Myeloid Inflammation,Immune Cell Function
TRAF6,Myeloid Inflammation,Immune Cell Function
PLCG2,Myeloid Inflammation,Immune Cell Function
FCER1A,Myeloid Inflammation,Immune Cell Function
PIK3R1,Myeloid Inflammation,Immune Cell Function
PPP3CA,Myeloid Inflammation,Immune Cell Function
PLA2G4F,Myeloid Inflammation,Immune Cell Function
MYCN,Neuroendocrine Function,Metabolism
SOX2,Neuroendocrine Function,Metabolism
MYC,Neuroendocrine Function,Metabolism
RET,Neuroendocrine Function,Metabolism
NKX2-1,Neuroendocrine Function,Metabolism
ASCL1,Neuroendocrine Function,Metabolism
HES1,Neuroendocrine Function,Metabolism
CEACAM6,Neuroendocrine Function,Metabolism
CMTM6,Neutrophil Degranulation,Immune Cell Function
CLEC5A,Neutrophil Degranulation,Immune Cell Function
ITGAV,Neutrophil Degranulation,Immune Cell Function
JUP,Neutrophil Degranulation,Immune Cell Function
SELL,Neutrophil Degranulation,Immune Cell Function
C3,Neutrophil Degranulation,Immune Cell Function
S100A7,Neutrophil Degranulation,Immune Cell Function
CD14,Neutrophil Degranulation,Immune Cell Function
CHIT1,Neutrophil Degranulation,Immune Cell Function
HSPA1A,Neutrophil Degranulation,Immune Cell Function
FCN1,Neutrophil Degranulation,Immune Cell Function
CXCR2,Neutrophil Degranulation,Immune Cell Function
S100A9,Neutrophil Degranulation,Immune Cell Function
LAIR1,Neutrophil Degranulation,Immune Cell Function
CFP,Neutrophil Degranulation,Immune Cell Function
TNFAIP6,Neutrophil Degranulation,Immune Cell Function
HSPA6,Neutrophil Degranulation,Immune Cell Function
LTF,Neutrophil Degranulation,Immune Cell Function
CD44,Neutrophil Degranulation,Immune Cell Function
ELANE,Neutrophil Degranulation,Immune Cell Function
PSEN1,Neutrophil Degranulation,Immune Cell Function
ALDOC,Neutrophil Degranulation,Immune Cell Function
CTSS,Neutrophil Degranulation,Immune Cell Function
LYZ,Neutrophil Degranulation,Immune Cell Function
TOLLIP,Neutrophil Degranulation,Immune Cell Function
PRG2,Neutrophil Degranulation,Immune Cell Function
GPI,Neutrophil Degranulation,Immune Cell Function
SLC11A1,Neutrophil Degranulation,Immune Cell Function
TNFRSF1B,Neutrophil Degranulation,Immune Cell Function
FPR1,Neutrophil Degranulation,Immune Cell Function
RAC1,Neutrophil Degranulation,Immune Cell Function
ADGRE5,Neutrophil Degranulation,Immune Cell Function
STING1,Neutrophil Degranulation,Immune Cell Function
CTSG,Neutrophil Degranulation,Immune Cell Function
ATG7,Neutrophil Degranulation,Immune Cell Function
RAB7A,Neutrophil Degranulation,Immune Cell Function
ITGAL,Neutrophil Degranulation,Immune Cell Function
PLAU,Neutrophil Degranulation,Immune Cell Function
PPBP,Neutrophil Degranulation,Immune Cell Function
MME,Neutrophil Degranulation,Immune Cell Function
CEACAM1,Neutrophil Degranulation,Immune Cell Function
S100A12,Neutrophil Degranulation,Immune Cell Function
PGM2,Neutrophil Degranulation,Immune Cell Function
PLAUR,Neutrophil Degranulation,Immune Cell Function
IDH1,Neutrophil Degranulation,Immune Cell Function
ITGAX,Neutrophil Degranulation,Immune Cell Function
CD53,Neutrophil Degranulation,Immune Cell Function
PSMD7,Neutrophil Degranulation,Immune Cell Function
CD68,Neutrophil Degranulation,Immune Cell Function
FPR2,Neutrophil Degranulation,Immune Cell Function
TICAM2,Neutrophil Degranulation,Immune Cell Function
PSMB7,Neutrophil Degranulation,Immune Cell Function
C5AR1,Neutrophil Degranulation,Immune Cell Function
CYBB,Neutrophil Degranulation,Immune Cell Function
LAMP1,Neutrophil Degranulation,Immune Cell Function
ITGB2,Neutrophil Degranulation,Immune Cell Function
PYCARD,Neutrophil Degranulation,Immune Cell Function
PTPRC,Neutrophil Degranulation,Immune Cell Function
ALDOA,Neutrophil Degranulation,Immune Cell Function
HLA-C,Neutrophil Degranulation,Immune Cell Function
CD59,Neutrophil Degranulation,Immune Cell Function
NFAM1,Neutrophil Degranulation,Immune Cell Function
CALML5,Neutrophil Degranulation,Immune Cell Function
GUSB,Neutrophil Degranulation,Immune Cell Function
CD63,Neutrophil Degranulation,Immune Cell Function
HLA-A,Neutrophil Degranulation,Immune Cell Function
STK11IP,Neutrophil Degranulation,Immune Cell Function
CD47,Neutrophil Degranulation,Immune Cell Function
SERPINA1,Neutrophil Degranulation,Immune Cell Function
CFD,Neutrophil Degranulation,Immune Cell Function
CEACAM3,Neutrophil Degranulation,Immune Cell Function
C3AR1,Neutrophil Degranulation,Immune Cell Function
LAMP2,Neutrophil Degranulation,Immune Cell Function
HLA-B,Neutrophil Degranulation,Immune Cell Function
CEACAM8,Neutrophil Degranulation,Immune Cell Function
FGCR2A/B,Neutrophil Degranulation,Immune Cell Function
BST2,Neutrophil Degranulation,Immune Cell Function
ROCK1,Neutrophil Degranulation,Immune Cell Function
MMP9,Neutrophil Degranulation,Immune Cell Function
CD36,Neutrophil Degranulation,Immune Cell Function
FCER1G,Neutrophil Degranulation,Immune Cell Function
PRKCD,Neutrophil Degranulation,Immune Cell Function
LILRA3,Neutrophil Degranulation,Immune Cell Function
MIF,Neutrophil Degranulation,Immune Cell Function
MPO,Neutrophil Degranulation,Immune Cell Function
ITGAM,Neutrophil Degranulation,Immune Cell Function
LGALS3,Neutrophil Degranulation,Immune Cell Function
MAPK1,Neutrophil Degranulation,Immune Cell Function
CR1,Neutrophil Degranulation,Immune Cell Function
BST1,Neutrophil Degranulation,Immune Cell Function
TLR2,Neutrophil Degranulation,Immune Cell Function
CXCR1,Neutrophil Degranulation,Immune Cell Function
PLD1,Neutrophil Degranulation,Immune Cell Function
B2M,Neutrophil Degranulation,Immune Cell Function
NRAS,Neutrophil Degranulation,Immune Cell Function
CLEC4C,Neutrophil Degranulation,Immune Cell Function
NFKB1,Neutrophil Degranulation,Immune Cell Function
SIRPA,Neutrophil Degranulation,Immune Cell Function
SIGLEC5,Neutrophil Degranulation,Immune Cell Function
CTSH,Neutrophil Degranulation,Immune Cell Function
MAPK14,Neutrophil Degranulation,Immune Cell Function
CEACAM6,Neutrophil Degranulation,Immune Cell Function
CD55,Neutrophil Degranulation,Immune Cell Function
CXCL1,Neutrophil Degranulation,Immune Cell Function
DSP,Neutrophil Degranulation,Immune Cell Function
IGF2R,Neutrophil Degranulation,Immune Cell Function
CD300A,Neutrophil Degranulation,Immune Cell Function
CD58,Neutrophil Degranulation,Immune Cell Function
ARG1,Neutrophil Degranulation,Immune Cell Function
KRT1,Neutrophil Degranulation,Immune Cell Function
RHOA,Neutrophil Degranulation,Immune Cell Function
S100A8,Neutrophil Degranulation,Immune Cell Function
LCN2,Neutrophil Degranulation,Immune Cell Function
HMGB1,Neutrophil Degranulation,Immune Cell Function
LILRB2,Neutrophil Degranulation,Immune Cell Function
TUBB,Neutrophil Degranulation,Immune Cell Function
FCAR,Neutrophil Degranulation,Immune Cell Function
PECAM1,Neutrophil Degranulation,Immune Cell Function
LILRB3,Neutrophil Degranulation,Immune Cell Function
OLR1,Neutrophil Degranulation,Immune Cell Function
PKM,Neutrophil Degranulation,Immune Cell Function
CAMP,Neutrophil Degranulation,Immune Cell Function
TTR,Neutrophil Degranulation,Immune Cell Function
CD33,Neutrophil Degranulation,Immune Cell Function
TIRAP,NF-kB Signaling,Immune Response
IRAK1,NF-kB Signaling,Immune Response
PSMB2,NF-kB Signaling,Immune Response
CHUK,NF-kB Signaling,Immune Response
REL,NF-kB Signaling,Immune Response
TLR4,NF-kB Signaling,Immune Response
NFKB1,NF-kB Signaling,Immune Response
TRAF2,NF-kB Signaling,Immune Response
SKP1,NF-kB Signaling,Immune Response
CD27,NF-kB Signaling,Immune Response
TNFSF11,NF-kB Signaling,Immune Response
TNFRSF12A,NF-kB Signaling,Immune Response
TNFAIP3,NF-kB Signaling,Immune Response
PRKCB,NF-kB Signaling,Immune Response
ICAM1,NF-kB Signaling,Immune Response
TNFRSF1B,NF-kB Signaling,Immune Response
PSMB8,NF-kB Signaling,Immune Response
TNFSF14,NF-kB Signaling,Immune Response
TICAM1,NF-kB Signaling,Immune Response
CCL4,NF-kB Signaling,Immune Response
LTBR,NF-kB Signaling,Immune Response
TNFRSF1A,NF-kB Signaling,Immune Response
TNFRSF25,NF-kB Signaling,Immune Response
TNFRSF11A,NF-kB Signaling,Immune Response
CD70,NF-kB Signaling,Immune Response
PSMB5,NF-kB Signaling,Immune Response
LYN,NF-kB Signaling,Immune Response
GADD45B,NF-kB Signaling,Immune Response
LAT,NF-kB Signaling,Immune Response
IKBKB,NF-kB Signaling,Immune Response
TNFSF18,NF-kB Signaling,Immune Response
TNFRSF8,NF-kB Signaling,Immune Response
GADD45A,NF-kB Signaling,Immune Response
TNFSF13B,NF-kB Signaling,Immune Response
PSMB10,NF-kB Signaling,Immune Response
VCAM1,NF-kB Signaling,Immune Response
BCL2L1,NF-kB Signaling,Immune Response
TNFRSF4,NF-kB Signaling,Immune Response
NFKBIE,NF-kB Signaling,Immune Response
TNFRSF13B,NF-kB Signaling,Immune Response
TICAM2,NF-kB Signaling,Immune Response
MYD88,NF-kB Signaling,Immune Response
PLCG2,NF-kB Signaling,Immune Response
LTA,NF-kB Signaling,Immune Response
SYK,NF-kB Signaling,Immune Response
TNFRSF13C,NF-kB Signaling,Immune Response
RIPK1,NF-kB Signaling,Immune Response
RPS27A,NF-kB Signaling,Immune Response
TNFRSF18,NF-kB Signaling,Immune Response
NFKB2,NF-kB Signaling,Immune Response
CXCL12,NF-kB Signaling,Immune Response
CXCL8,NF-kB Signaling,Immune Response
TNFSF15,NF-kB Signaling,Immune Response
TNF,NF-kB Signaling,Immune Response
PSMB7,NF-kB Signaling,Immune Response
TNFSF9,NF-kB Signaling,Immune Response
BCL2,NF-kB Signaling,Immune Response
IKBKG,NF-kB Signaling,Immune Response
CXCL3,NF-kB Signaling,Immune Response
NGF,NF-kB Signaling,Immune Response
TRAF3,NF-kB Signaling,Immune Response
TNFSF12,NF-kB Signaling,Immune Response
TNFSF13,NF-kB Signaling,Immune Response
CXCL2,NF-kB Signaling,Immune Response
BCL10,NF-kB Signaling,Immune Response
TNFRSF17,NF-kB Signaling,Immune Response
BCL2A1,NF-kB Signaling,Immune Response
IRAK4,NF-kB Signaling,Immune Response
LCK,NF-kB Signaling,Immune Response
TNFRSF11B,NF-kB Signaling,Immune Response
LBP,NF-kB Signaling,Immune Response
CUL1,NF-kB Signaling,Immune Response
IL1B,NF-kB Signaling,Immune Response
PLAU,NF-kB Signaling,Immune Response
CD40LG,NF-kB Signaling,Immune Response
ATM,NF-kB Signaling,Immune Response
PTGS2,NF-kB Signaling,Immune Response
MAP3K14,NF-kB Signaling,Immune Response
GADD45G,NF-kB Signaling,Immune Response
PSMD7,NF-kB Signaling,Immune Response
RELA,NF-kB Signaling,Immune Response
NFKBIA,NF-kB Signaling,Immune Response
PSMC4,NF-kB Signaling,Immune Response
TAB1,NF-kB Signaling,Immune Response
DDX58,NF-kB Signaling,Immune Response
CD40,NF-kB Signaling,Immune Response
CARD11,NF-kB Signaling,Immune Response
UBB,NF-kB Signaling,Immune Response
PIAS4,NF-kB Signaling,Immune Response
TRAF6,NF-kB Signaling,Immune Response
ZAP70,NF-kB Signaling,Immune Response
FASLG,NF-kB Signaling,Immune Response
TRAF1,NF-kB Signaling,Immune Response
PSMB9,NF-kB Signaling,Immune Response
LTB,NF-kB Signaling,Immune Response
BLNK,NF-kB Signaling,Immune Response
CYLD,NF-kB Signaling,Immune Response
BTK,NF-kB Signaling,Immune Response
MAP3K7,NF-kB Signaling,Immune Response
CXCL1,NF-kB Signaling,Immune Response
UBC,NF-kB Signaling,Immune Response
TNFSF4,NF-kB Signaling,Immune Response
CD14,NF-kB Signaling,Immune Response
CCL19,NF-kB Signaling,Immune Response
NGFR,NF-kB Signaling,Immune Response
BIRC3,NF-kB Signaling,Immune Response
RELB,NF-kB Signaling,Immune Response
CCL13,NF-kB Signaling,Immune Response
TNFRSF9,NF-kB Signaling,Immune Response
CCL21,NF-kB Signaling,Immune Response
LY96,NF-kB Signaling,Immune Response
IL1R1,NF-kB Signaling,Immune Response
TNFSF8,NF-kB Signaling,Immune Response
TNFRSF14,NF-kB Signaling,Immune Response
BTK,NK Activity,Immune Cell Function
KLRD1,NK Activity,Immune Cell Function
CLEC5A,NK Activity,Immune Cell Function
HLA-C,NK Activity,Immune Cell Function
HLA-G,NK Activity,Immune Cell Function
RAC2,NK Activity,Immune Cell Function
GZMB,NK Activity,Immune Cell Function
PRKCG,NK Activity,Immune Cell Function
IFNGR1,NK Activity,Immune Cell Function
FCER1G,NK Activity,Immune Cell Function
CD48,NK Activity,Immune Cell Function
CSF2,NK Activity,Immune Cell Function
BID,NK Activity,Immune Cell Function
TNFRSF10A,NK Activity,Immune Cell Function
SH2D1A,NK Activity,Immune Cell Function
NFATC2,NK Activity,Immune Cell Function
HLA-E,NK Activity,Immune Cell Function
FCGR3A/B,NK Activity,Immune Cell Function
SOS2,NK Activity,Immune Cell Function
PIK3CB,NK Activity,Immune Cell Function
CD247,NK Activity,Immune Cell Function
ITGB2,NK Activity,Immune Cell Function
SYK,NK Activity,Immune Cell Function
IFNA1,NK Activity,Immune Cell Function
SHC1,NK Activity,Immune Cell Function
IFNB1,NK Activity,Immune Cell Function
HLA-B,NK Activity,Immune Cell Function
MAPK3,NK Activity,Immune Cell Function
HRAS,NK Activity,Immune Cell Function
IFNAR2,NK Activity,Immune Cell Function
KIR Family,NK Activity,Immune Cell Function
PRKCB,NK Activity,Immune Cell Function
FYN,NK Activity,Immune Cell Function
TNFRSF10B,NK Activity,Immune Cell Function
FAS,NK Activity,Immune Cell Function
ICAM1,NK Activity,Immune Cell Function
ITGAL,NK Activity,Immune Cell Function
RAF1,NK Activity,Immune Cell Function
NKG7,NK Activity,Immune Cell Function
CD244,NK Activity,Immune Cell Function
SHC4,NK Activity,Immune Cell Function
PRF1,NK Activity,Immune Cell Function
TREM2,NK Activity,Immune Cell Function
ICAM2,NK Activity,Immune Cell Function
PIK3R3,NK Activity,Immune Cell Function
IFNAR1,NK Activity,Immune Cell Function
PLCG2,NK Activity,Immune Cell Function
KIR3DL3,NK Activity,Immune Cell Function
PTPN11,NK Activity,Immune Cell Function
RAC1,NK Activity,Immune Cell Function
TREM1,NK Activity,Immune Cell Function
HLA-A,NK Activity,Immune Cell Function
MAP2K2,NK Activity,Immune Cell Function
TNFSF10,NK Activity,Immune Cell Function
BRAF,NK Activity,Immune Cell Function
IFNG,NK Activity,Immune Cell Function
PIK3CD,NK Activity,Immune Cell Function
PPP3CB,NK Activity,Immune Cell Function
MICB,NK Activity,Immune Cell Function
SOS1,NK Activity,Immune Cell Function
RAC3,NK Activity,Immune Cell Function
ULBP2,NK Activity,Immune Cell Function
NRAS,NK Activity,Immune Cell Function
ZAP70,NK Activity,Immune Cell Function
SH2D1B,NK Activity,Immune Cell Function
MAP2K1,NK Activity,Immune Cell Function
PPP3CA,NK Activity,Immune Cell Function
